"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Region Code","serviceName"
"XCHBTJTTSCXHNBZ3","JRTCKXETXF","XCHBTJTTSCXHNBZ3.JRTCKXETXF.J8BW7J3JFF","OnDemand","Recurring Fee","2025-11-01",,,"Quantity","10000","USD","AWSSupportEnterprise","AWSCountdown","Any","AWS Region","Global-CountdownFee","","","AWS Countdown"
