"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Region Code","serviceName"
"ZN7E2XU85WWXB6BH","JRTCKXETXF","ZN7E2XU85WWXB6BH.JRTCKXETXF.6YS6EN2CT7","OnDemand","ActiveSessionHour","2024-10-01","0","Inf","per Session-Hour","0.2500000000","USD","Amazon Q","AWSAppStudio","US West (Oregon)","AWS Region","USW2-AppUserActiveUsage","ActiveSessionHour","us-west-2","AWS App Studio"
